,idx,InChIID,InChIKey,MolWt,LogP,SMILES,C1CCSNC1,C1CNOC1,BC,C1=CCCN2CCCC(CC1)C2,C1=CC2=CC(=C1)OC1=CC=C(C=C1)CCCNCCNC2,C1CC2CCC1C2,C1=CC2=CC(=C1)CCCCOC1=CC=C(C=C1)CC1[NH2+]CCC3=C1C=C(C=C3)O2,C1CCSC1,C1=NN=C[NH]1,C1CCNC1,C1CNN=N1,C1=CNCC=N1,N=[NH2+],C1COCCO1,C1=CCCCCC2=NC(=CO2)CNCCOCCC=CCNCC=C1,C1=NCC=NCC1,C1=NNCN1,C1=CNC=NCC1,C1CC[SH+]C1,C1=C[NH+]=C[NH]1,C1=CSCCS1,C1COCO1,C1=CCNN=C1,C1CC2COC(C1)O2,C=C,C1=CN=CC1,C1=NNCCC1,N=N,C1=NCNCC1,C1CC[NH2+]CC1,C1CNCCN1,C1=CC[NH2+]CC1,C#[SH],C1=COCC1,NO,C1=NCCCNC1,C1=NN=N[NH]1,B1OCCCO1,C1=CCC=C1,C1=N[NH]C=N1,N[O-],C1=CN2CC=CC(CC1)C2,C1CN[NH2+]C1,C1NN=NN1,C1=CCCCCCC1,C1=CNC=NC1,C1CCNNC1,C1CC2CCCC(C1)C2,C1CNCCNCCNCCNCCOC1,C1=[SH]CS1,[SH3+],C[SiH3],C1=CCNC1,C1CNPOC1,C1=CSC=C1,C1=CC=CCCC=CC=CCCCCOCCCCCCCCCCCCCCCCCCCC=CC=C1,C1=CCCCCCCCCCOCCC=C1,C1CSCN1,C1CNCCOCCNCCOCCNCCOCCNCCOCCCNCCOCCNCCOC1,C1=NN=CS1,C1CCC2CCCC(CC1)C2,C1=CCC1,C1=COCO1,C1=CNC[SH+]C1,CP,C1CNCSC1,C1CC1,C1=NC=[NH+][NH]1,C1=CNSCC1,C1CCCCCCOCCCCCC1,C1=CNCSC1,C1=CCC=NN=C1,C1=CCN=C1,C=S,C1=CN=CNC1,P,C1=NNNN1,C1=NSNC1,C1=NCCCCC1,C1NCC2CNCC1C2,C1CSNCN1,C1CCCCCC1,NP,C1CNCCNCCNCCNCCNCCNCCNCCNCCNCCN1,C1CNCCNCCNCCNCCNCCNCCNCCNCCNCCNCCN1,C1=CC=CC=CC=CCCC2CCCC(CCCCCCCCCCCCOCCCCC=CC=CC=C1)O2,C1=NN=CO1,C1C[NH2+]CCN1,C1=CSCC1,C1OCOCO1,C1CNSC1,C1=CNNCCN1,C1=COC=CC1,C1=CC2CCC1CC2,NS,[CH+]1CCCCC1,C1=CNC=CN=C1,C1=NCCCCN1,C1CC2CCC[NH+](C1)C2,C1=CNNC1,C1=NCCCS1,C1=NOCC1,OS,C1=NNCCN1,C1=NN=CCCC1,C1=COCN1,C1CCSOC1,C1=CCCCCCCCCC=COC2CC3=C4C=CC(=CC4=CC=C3O2)NCCC=C1,C1=CCCCC1,C1COCSC1,C1=CSCOC1,C1=NCCCO1,C1=CCCNCC1,C1CCCOCC1,C1CSCCN1,C1=CSN=CN1,C1=CN=CN=C1,C1CCCC1,CO,C1CNC1,C1=NCCOCC1,C[PH3+],C1CC2CCOC(C2)N1,C1=CNCCCC1,O[PH3+],C1=CCCCCCCCCC=COC2CC3=C(C=CC4=CC(=NCC=C1)CC=C34)O2,C1=CNCCN=C1,C1CCCCC1,C1CC2CNCC1C2,C1=NC=NC=N1,O=P,C1=CC=CCCOCC=CCCCCCC2CCCC(CCC=CC=C1)O2,C1CNCCNCCNCCSSC1,C1CNCCNCCCNCCNC1,PS,C1=NNCS1,C1=CN=[O+]C=C1,C1CCCSCC1,C1=NOC=N1,C1=NC=NN=C1,C1=C[NH]C=C1,C1CC2CC3CCN2C(C1)C3,OO,S,C,C1=[NH+]NCCN1,NN,C1CC2CNC(C1)C2,C1=CNCCNC1,C1=CNCNC1,C1CC2CCC1CC2,C1=COC=N1,C1=NCCNN1,C1=CC=[NH+]C=C1,C1=CCNC=C1,C1=CSOCC1,C1=CC2=NC1=CC1=CC=C(C=C3CCC(=N3)C=C3C=CC(=C2)[NH]3)[NH]1,C1=CONN1,C1=NCCSCN1,C1=COC2=CC=C(C=C2)CC2CNCCCC3=CC(=CC=C3)C(CN2)NCCC1,C1=C2CCC(=N2)C=C2C=CC(=CC3=CC=C(CC4=CC=C1[NH]4)[NH]3)[NH]2,C1=C[NH]N=N1,C1=COCC=CC2CNC3CNCCNCCC4=CC=C(C=C4)OC4=CC(=CC3=C4)OC3=CC=C(C=C3)CC(CN2)NCCC1,C[SH2+],C1CCCNCCC1,C1=CSNCN1,OP,C1=CNCC1,C1=NCCCN1,[NH3+][O-],C1CCCCCCC1,C1=NC=NC1,C1=NCNN1,C1=CCNCC1,C1CCCCC2CC(CCOCCC1)OCN2,C1=CCN2CC=CC(CC1)C2,C1=CNCCCN1,C=O,CS,C1=CCCC=C1,C1CNNC1,C1=NNCC1,C1=CCCC=CCCCCCCC2=CCC=C(C2)NCC=C1,C1C2CC3CC1CC(C2)C3,C1CNCCNCCNCCNCCNCCNCCN1,C1CNCOC1,C1CC2CC(C1)C2,C1=CCCN=CC1,C1=NCCS1,C1=CNC2CCC(N1)O2,O=S,C1=CC2CCCCC(CC1)C2,[NH4+],C1=CCCCCOCCCCCCCCC1,C1=NCCC1,C1C[SH+]CCN1,C1=CN=CC=N1,C1=COC2=CC=C(C=C2)CC2CCC(NCCC1)C1=CC=CC(=C1)CCCNC2,[NH-][NH3+],C1=CN=CCC1,CCl,CC,C1CSCO1,C1=NC=NCN1,C1CCCNCC1,C1=CCCC1,N#[NH+],C1CC2CCC(C1)N2,C1=CCCCCCCCCC=COC2CC3=C(C=CC4=CC(=CC=C34)NCC=C1)O2,C1CC2CCC1CNC2,C1=COCCCC1,C1COCCN1,[CH2+]O,C1=NSN=C1,C1=CCCCCCCCCC=COC2CC3=C4C=CC(CC4=CC=C3O2)NCC=C1,C1=NCN=C1,C1=CCOC=CCC2CNC3CNCCNCCC4=CC=C(C=C4)OC4=CC(=CC3=C4)OC3=CC=C(C=C3)CC(CN2)NCC1,C#C,C1N=NNCN1,C1CC2CCC(C1)[NH2+]2,C1=CCCCCC2CCCC(CCNCCOCCCCCC1)O2,C1=CSCCN1,C1=NCCNCC1,CN,C1CSCS1,C1=CC23CC4CC5=CC=CC6=C5C2(CCNC3C6)CC14,B,N=O,C1=COC=CN1,C1=C[NH]N=C1,C1CC2CCNC(C1)C2,C1=NNCNC1,C1=NC=NCC1,C1=CC2CC3CCC2N(CC1)C3,C1CC2CC1C2,[C-]#[NH+],C1=NCCSCC1,C1=CNCCC=N1,C1=CNSC=C1,C1=CCCN=C1,CBr,C1=CCSCC1,C#N,N#N,C1=CSCN1,C1CC2COC(C1)OO2,[O-][SH2+],C1COCOC1,C1=CSN=N1,C1CN2C3CC4CC(C1C3)C2C4,C1=CO[SH]=C1,C1=C[NH]C=N1,C1=CNCC=CNC1,C=[NH2+],C1CCCCNCCCCOCCCC1,C1=CNC=CC1,[CH3+],C1COCCNCCOCCNCCOCCNCCOCCNCCOCCNCCOCCN1,C1=CSC=[NH+]1,C1CCNCCNCCNCCNCCNCCNCCNC1,C1CCOCC1,C1CC2COC(C1)C2,C1=CN=NC=C1,C1=NOCN1,C1=CC2CNC(CNCCCC1)CC1=CC=C(C=C1)OC1=CC=CC(=C1)CCN2,C1=CCC[O+]=C1,C1=CSCCC1,C1=NCCC=[NH+]C1,C1=CCOC=C1,C1=C2CCCCCC(CC1)C2,C1OC2CCC(C2)O1,C1=CC2=CC(=C1)CCCCOC1=CC=C(C=C1)CC1NCCC3=C1C=C(C=C3)O2,C1SCS1,C1=CSNCC1,C1CCNSCC1,C=N,C1=CCOCC1,C1=CC=CC=CC=CCCC2CCCC(CCCCCCCCCCCCCCOCCC=CC=CC=C1)O2,C1=CONC1,C1=N[NH]N=N1,C1=NON=C1,C1CNCNC1,C1CC2OC3CC1C2CO3,C1=CC=CC=C1,C1CN2CCC1C2,C1COC1,C1=NCNC1,C1CC2CCCC(C1)N2,C1=NSCC1,N,C1=COCCC1,C1=CC=NC=C1,C1CC2CCNCC(C1)C2,C1=CNCCC1,C1=CCCCC=C1,C1CN2CCC1CC2,C1CNCCNC1,C1=CNC=CNC1,C1=CCCCCCCCCC=COC2CC3=C4CC=C(CC4=CC=C3O2)NCC=C1,[CH2+]C,P=S,C1=NCCSN1,C1CN1,C1=CNCN1,C1=CN=[NH+]C=C1,C1=CSC=N1,C1=CC2C3CC1CC2C3,C1=CCCCCCCCCC=COC2CC3=C4CCC(=CC4=CC=C3O2)NCC=C1,C1=CC=CCCC2CCCC(CCNCCOCCCCC=CCCCCCCC=C1)O2,C1=[NH+]C=N[NH+]=C1,C1CCCC2CCC3OC4C5OC6(CCC7CCC(CCC8CCCC(CC1)O8)O7)CC5OC4C(O6)C3O2,C1=COC=C1,SS,C1CO1,C1=NCCN1,C1CNCCNCCNCCNCCNCCOC1,FS,C1=NNCO1,C1CCNCC1,C1=CCC2CC(CC1)CCN2,[NH3+]O,C1=CC2CC[NH2+]C(C1)C2,C1=NCCNC1,C1=CON=[NH+]1,C1=NCCO1,C1CNCCNCCNCCNCCNCCSSC1,CF,C1NCNN1,C1=COC2=CC=C(C=C2)CC2CNC(CNCC1)C1=CC=CC(=C1)OC1=CC(=CC=C1)CCN2,C1=NCCN=C1,C1CCNNCC1,C1=NCCOC1,C1CNC2CCCC(C1)C2,C1C[NH+]2CCC1CC2,C1=NSC=N1,C1=CC2CCC1C2,C1=CON=C1,CI,C1=CCCSCC1,C1=CCC=CC1,C1=NN=CCC1,C1=CC2=CC(=C1)CCNCCNCCC2,C1=CCCNC=C1,C1=COCCN1,C1=CCCCCC1,C1=CNCOC1,C1CCCCCCCNCCCCCCC1,O=[PH2+],FP,C1=N[NH]N=C1,C1CCCCCOCCCCC1,[PH4+],C1=CNN=CC1,C1=CNCN=C1,C1=CCCCCCCCCC=COC2CC3=C4C=CC(=CC4=CC=C3O2)NCC=C1,C1CNCCSC1,C1CC[NH2+]C1,C1CCC1,C1=CCCC=CCC2CC(CCO2)OCCCC=C1,C1C[OH+]NN1,C1=CCCOCC1,C1COCC[NH2+]1,C1=C[NH+]=CC=N1,C1NCS1,C[NH3+],[N-]=[NH2+],C1=[NH+]CCCN1,C1=CSN=C1,C1=CNCCN1,[NH2+]=O,C1CCOCCNC1,C1CC2CC[NH+]3CCC1CC23,C1=C[NH][NH+]=C1,C1=CC=CCC=C1,C1=[NH+]CNCC1,C1CNSCCN1,C1CNCN1,C1CCSCC1,C1=CCOC1,C1=C[NH2+]CN1,C1=CC2CCNC(C1)C2,C1=C[NH+]=CCC1,C1CC2CC[NH2+]C(C1)C2,C1=CC=NN=C1,C1=[NH+]CCNCC1,C1=COCNC1,C1CCNCCCCNCCNCCNCCNCCNCC1,BO,C1=COCCO1,C1=NCCCC1,C1=CCCC=CC=CCC2CCC(CCC=C1)OC2,C1COCN1,C1CCOC1,BBB+,logBB
213122,129750291,"InChI=1S/C22H22N2O6S/c1-9(2)17-15(11-7-10-5-6-14(25)29-12(10)8-13(11)30-17)23-16-19(26)24-18(21(27)28)22(3,4)31-20(16)24/h5-9,16,18,20,23H,1-4H3,(H,27,28)/t16-,18+,20-/m1/s1",NBRUTJJWUOVVLF-IMFGXOCKSA-N,442.493,2.1803,[H][C@@]1(C(=O)O)N2C(=O)[C@@]([H])(NC3=C(C(C)C)OC4=C3C=C3C=CC(=O)OC3=C4)[C@@]2([H])SC1(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1190625000000003
;79834,159358118,"InChI=1S/C24H25N3O5S/c1-23(2)24(25,22(31)32-14-17(28)16-11-7-4-8-12-16)27-20(30)19(21(27)33-23)26-18(29)13-15-9-5-3-6-10-15/h3-12,19,21H,13-14,25H2,1-2H3,(H,26,29)/t19?,21-,24?/m1/s1",LIELNYAJIUJDCX-KWLQHXCVSA-N,467.547,2.2674,[H]C1(N=C(O)CC2=CC=CC=C2)C(=O)N2C(N)(C(=O)OCC(=O)C3=CC=CC=C3)C(C)(C)S[C@@]21[H],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1009895833333334
30713,165366420,"InChI=1S/C19H22N2O6S/c1-4-26-18(25)27-17(24)14-19(2,3)28-16-13(15(23)21(14)16)20-12(22)10-11-8-6-5-7-9-11/h5-9,13-14,16H,4,10H2,1-3H3,(H,20,22)/t13-,14+,16-/m1/s1",COYWEDJRUHQFAE-IJEWVQPXSA-N,406.46,2.516,[H][C@@]1(C(=O)OC(=O)OCC)N2C(=O)[C@@]([H])(N=C(O)CC3=CC=CC=C3)[C@@]2([H])SC1(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0610937500000002
;333792,71538847,"InChI=1S/C25H26N3O6S/c1-25(2)20(24(33)34)28-22(32)19(23(28)35-25)27-21(31)18(15-10-4-3-5-11-15)26-17(30)13-12-16(29)14-8-6-7-9-14/h3-11,18-20,23H,12-13H2,1-2H3,(H,26,30)(H,27,31)(H,33,34)/t18-,19-,20+,23-/m1/s1",PELBVEWPRMXETI-ISHFTEKXSA-N,496.565,2.88569,[H][C@@]1(C(=O)O)N2C(=O)[C@@]([H])(N=C(O)[C@]([H])(N=C(O)CCC(=O)C3=CC=C[CH]3)C3=CC=CC=C3)[C@@]2([H])SC1(C)C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.047262834821429
