#! FIELDS d_abs file.free der_d_abs
#! SET min_d_abs -0.707106
#! SET max_d_abs 9.28011
#! SET nbins_d_abs  143
#! SET periodic_d_abs false
   -0.707106000  723.300946560   -0.006387794
   -0.636773493  721.324194993  -48.245120484
   -0.566440986  715.516654639 -127.481670920
   -0.496108479  701.429368673 -290.371178083
   -0.425775972  671.815327298 -573.867340055
   -0.355443465  617.708521523 -982.809473452
   -0.285110958  532.170209547 -1447.935403063
   -0.214778451  416.378940018 -1811.892750145
   -0.144445944  283.980652876 -1894.153449979
   -0.074113437  158.766055340 -1606.152701228
   -0.003780930   64.777933829 -1036.857808627
    0.066551577   13.885308705 -426.398276424
    0.136884085    0.000000000  -14.934501654
    0.207216592    4.896709447  109.740546901
    0.277549099   10.809601195   40.077740973
    0.347881606    9.984939593  -55.787263436
    0.418214113    4.896168081  -73.485903008
    0.488546620    1.361745684  -19.750335286
    0.558879127    2.346725878   44.214623136
    0.629211634    6.670536088   71.152449283
    0.699544141   11.487396353   62.638791167
    0.769876648   14.773365330   44.020445025
    0.840209155   18.103772610   52.888803503
    0.910541662   22.438441012   70.889455337
    0.980874169   27.921723128   82.932550249
    1.051206676   33.681678042   77.861063227
    1.121539183   38.563532157   59.944210844
    1.191871690   42.086705424   40.642031533
    1.262204197   44.365766201   25.060068267
    1.332536704   45.770793503   16.649695247
    1.402869211   46.960360109   18.744317689
    1.473201718   48.595478268   28.631536994
    1.543534225   51.076335659   42.098449517
    1.613866732   54.461309029   54.198344932
    1.684199239   58.693503429   65.977056104
    1.754531746   63.765067382   78.572360094
    1.824864254   69.754747687   91.431765194
    1.895196761   76.586063362  102.191121588
    1.965529268   83.978193083  106.004736860
    2.035861775   91.188597819   96.955255159
    2.106194282   97.450570131   81.274402058
    2.176526789  102.721504385   70.010211085
    2.246859296  107.477593310   66.687972266
    2.317191803  112.192332195   67.687579794
    2.387524310  116.877839028   63.887018217
    2.457856817  120.894316623   48.558433620
    2.528189324  123.511370012   25.870918187
    2.598521831  124.663663806    8.581010359
    2.668854338  125.036112663    4.561493436
    2.739186845  125.635593675   14.561116140
    2.809519352  127.247094507   31.627551552
    2.879851859  130.043660005   46.766516701
    2.950184366  133.587579458   51.800625554
    3.020516873  137.067348886   45.626289445
    3.090849380  139.801324388   30.818631704
    3.161181887  141.291450810   11.659647822
    3.231514394  141.479475375   -5.183763969
    3.301846901  140.754351328  -13.655833638
    3.372179408  139.760707300  -13.415650005
    3.442511915  138.999448049   -7.463162990
    3.512844423  138.707344956   -1.122689541
    3.583176930  138.709173741    0.263262810
    3.653509437  138.614303140   -3.337673895
    3.723841944  138.250113839   -6.163654586
    3.794174451  137.838973317   -4.598489329
    3.864506958  137.708262561    1.249379872
    3.934839465  138.005920075    7.401061284
    4.005171972  138.730942890   13.102929521
    4.075504479  139.775077037   16.234403710
    4.145836986  140.970132057   17.655541170
    4.216169493  142.160752227   15.701963866
    4.286502000  143.122427960   10.977202181
    4.356834507  143.584254086    1.820934989
    4.427167014  143.411216499   -6.714216562
    4.497499521  142.754735015  -11.328628709
    4.567832028  141.925912661  -11.643486002
    4.638164535  141.172780802   -9.608557750
    4.708497042  140.546645008   -8.221184348
    4.778829549  139.975350298   -8.061090296
    4.849162056  139.374528460   -8.589536636
    4.919494563  138.847287378   -6.063440919
    4.989827070  138.564228116   -1.706218485
    5.060159577  138.588317722    2.680692117
    5.130492085  138.933260413    7.069155308
    5.200824592  139.568861103   10.961660961
    5.271157099  140.445294862   13.342320431
    5.341489606  141.374640810   12.819599878
    5.411822113  142.161998263    9.262118242
    5.482154620  142.612567464    3.473893668
    5.552487127  142.675331336   -1.545691459
    5.622819634  142.450527952   -4.274425544
    5.693152141  142.167455335   -3.471183607
    5.763484648  141.996771971   -1.426733607
    5.833817155  141.964438612   -0.007804793
    5.904149662  141.962747219   -0.483960674
    5.974482169  141.869409904   -2.368570295
    6.044814676  141.661035790   -3.061909257
    6.115147183  141.480842013   -1.213126236
    6.185479690  141.509997386    2.370989776
    6.255812197  141.796230015    5.580375622
    6.326144704  142.283175058    7.666403039
    6.396477211  142.816209537    7.302691289
    6.466809718  143.272158167    5.835317608
    6.537142225  143.658024061    5.345577216
    6.607474732  144.047507829    5.915369257
    6.677807239  144.457809939    5.412345759
    6.748139746  144.786572480    3.998953662
    6.818472254  145.017840750    2.555151706
    6.888804761  145.208518717    2.635459441
    6.959137268  145.364253472    1.111724041
    7.029469775  145.330648714   -2.639547461
    7.099802282  144.933187224   -8.689506084
    7.170134789  144.157670433  -12.727615205
    7.240467296  143.313074278  -10.140588238
    7.310799803  142.891447135   -1.081453735
    7.381132310  143.155951820    8.341734603
    7.451464817  143.934145232   12.537993541
    7.521797324  144.760346596   10.008714311
    7.592129831  145.287765819    5.321462144
    7.662462338  145.655336590    6.110356326
    7.732794845  146.248885917   11.229469147
    7.803127352  147.295802172   19.101447858
    7.873459859  148.818915532   11.629927366
    7.943792366  149.729183244   15.194834724
    8.014124873  151.051963429   21.913512448
    8.084457380  152.335122676    7.740799804
    8.154789887  150.548743010  -73.925670980
    8.225122394  139.511385211 -256.020869783
    8.295454901  113.177202776 -492.089502738
    8.365787408   72.579831380 -629.340525583
    8.436119915   31.536722860 -477.131095502
    8.506452423   14.383216966   47.815444171
    8.576784930   44.163397039  818.627625525
    8.647117437  128.501460386 1545.301206419
    8.717449944  253.767445090 1947.042900577
    8.787782451  392.091078283 1917.641037594
    8.858114958  515.651500612 1556.443632698
    8.928447465  608.042215851 1066.463613755
    8.998779972  666.918644194  626.189249264
    9.069112479  699.278431114  317.959191817
    9.139444986  714.721468117  140.126571108
    9.209777493  721.118868060   53.452498539
    9.280110000  723.300946544    0.007782115
