#! FIELDS d_abs file.free der_d_abs
#! SET min_d_abs -0.707106
#! SET max_d_abs 9.42989
#! SET nbins_d_abs  145
#! SET periodic_d_abs false
   -0.707106000  453.936234358   -0.000000000
   -0.636710194  452.828717339  -28.065690565
   -0.566314389  449.409468051  -75.359423914
   -0.495918583  441.020957966 -173.599300611
   -0.425522778  423.176205652 -347.311369270
   -0.355126972  390.213271104 -600.997574955
   -0.284731167  337.559946016 -895.459977051
   -0.214335361  265.389240396 -1135.924304588
   -0.143939556  181.684871832 -1205.251836078
   -0.073543750  101.346489273 -1037.426182992
   -0.003147944   40.279087190 -675.439047744
    0.067247861    7.377680710 -266.173831807
    0.137643667    0.000000000   26.982694130
    0.208039472    6.503572465  125.697794336
    0.278435278   14.087255368   72.777451877
    0.348831083   15.799193779  -22.159141438
    0.419226889   12.071479886  -72.044579944
    0.489622694    7.304823591  -53.664829726
    0.560018500    5.395630808    1.757788740
    0.630414306    7.482969674   54.658629623
    0.700810111   12.564560016   86.262037381
    0.771205917   18.867586007   96.998487573
    0.841601722   26.137253750  108.948629624
    0.911997528   34.196176250  120.229044619
    0.982393333   43.011863473  130.102158840
    1.052789139   52.404589733  135.022835530
    1.123184944   61.721170074  126.832413235
    1.193580750   69.877295257  102.127833559
    1.263976556   75.864635709   67.850008328
    1.334372361   79.585365302   40.902366672
    1.404768167   82.224340501   39.026362071
    1.475163972   85.768549462   65.674744387
    1.545559778   91.732020045  103.452600419
    1.615955583   99.995592151  127.337101065
    1.686351389  109.017877020  124.446885091
    1.756747194  117.007463383  100.058958144
    1.827143000  122.884844794   66.450669672
    1.897538806  126.333495897   31.043499681
    1.967934611  127.185346094   -8.097905661
    2.038330417  125.126175918  -50.188093705
    2.108726222  120.281053190  -84.749923408
    2.179122028  113.748632648  -95.972926692
    2.249517833  107.597655367  -72.556353879
    2.319913639  104.285157978  -17.421357395
    2.390309444  105.541695131   54.310467478
    2.460705250  111.812888125  120.883644486
    2.531101056  122.020983020  164.609023688
    2.601496861  134.270777350  178.735357196
    2.671892667  146.646101353  170.276171060
    2.742288472  157.983314514  150.845703023
    2.812684278  167.779764509  127.281865831
    2.883080083  175.829301830  100.601696006
    2.953475889  181.810650289   68.156094673
    3.023871694  185.324699594   32.161090964
    3.094267500  186.552844693    5.499908137
    3.164663306  186.660777783    1.967457395
    3.235059111  187.451458160   23.684680355
    3.305454917  190.171635512   53.168123444
    3.375850722  194.595941487   68.090773975
    3.446246528  199.085538370   54.864671971
    3.516642333  201.773779877   19.189084517
    3.587038139  201.734138114  -19.088862302
    3.657433944  199.458329753  -42.274474245
    3.727829750  196.217108360  -47.135480681
    3.798225556  193.099800168  -40.567164970
    3.868621361  190.531081541  -32.654089187
    3.939017167  188.493528993  -25.230048807
    4.009412972  186.971144435  -17.931410637
    4.079808778  186.027689580   -8.460716204
    4.150204583  185.822958839    2.745427988
    4.220600389  186.399840566   13.565717542
    4.290996194  187.711295660   23.989751596
    4.361392000  189.826230151   36.571814157
    4.431787806  192.886226610   50.347784647
    4.502183611  196.827610384   60.539137728
    4.572579417  201.139050529   59.730692585
    4.642975222  204.968641265   47.241424923
    4.713371028  207.618692502   27.431735162
    4.783766833  208.857307344    8.450153981
    4.854162639  208.925894099   -5.250791817
    4.924558444  208.271139306  -12.430513951
    4.994954250  207.272813116  -15.407046647
    5.065350056  206.228523284  -13.482476235
    5.135745861  205.483524077   -6.842943843
    5.206141667  205.378525954    4.444081113
    5.276537472  206.110826379   16.235241274
    5.346933278  207.541708639   22.818279085
    5.417329083  209.073055968   18.873283200
    5.487724889  210.026958911    6.806658828
    5.558120694  209.992281526   -7.624003876
    5.628516500  209.070954029  -17.354784843
    5.698912306  207.725685914  -19.534592510
